mutation,interactor,pred_after,pred_logic_0,pred_logic_1,label_after,label_before
smile.81494_25975,smile.90993,0,-2.001923084259033,2.4315922260284424,0,1
smile.7050_900158,smile.1487,0,-0.4068068265914917,0.7998034954071045,0,1
smile.767_23161,smile.25896,1,-0.3526352643966675,-2.641864776611328,1,1
smile.3853_900195,smile.3881,0,-0.5911551117897034,0.9875922799110413,0,1
smile.7170_10341,smile.374666,1,-0.2179102897644043,-2.09281325340271,1,1
smile.6440_10367,smile.85027,0,-1.7437154054641724,2.167295217514038,0,1
smile.1146_31616,smile.386682,1,-1.0850516557693481,-5.711690425872803,1,1
smile.114327_14141,smile.9454,1,0.07933495938777924,-0.7944238185882568,1,1
smile.359_18683,smile.10488,1,0.12947377562522888,-0.5288249850273132,0,1
smile.50943_27199,smile.122183,1,0.1661480963230133,-0.3336901068687439,1,1
smile.3488_5215,smile.10488,0,-1.108299732208252,1.5172052383422852,0,1
smile.56997_7780,smile.116173,1,0.13828840851783752,-0.4817262291908264,0,1
smile.79053_11053,smile.10488,0,-1.7114747762680054,2.134371519088745,0,1
smile.5892_12776,smile.22806,1,0.06763020157814026,-0.8567400574684143,1,1
smile.145226_15181,smile.11030,0,-0.5469308495521545,0.9426634907722473,0,1
smile.81_9356,smile.4223,1,-0.05366387963294983,-1.390223741531372,0,1
smile.3853_9186,smile.373,1,0.20966129004955292,-0.10161225497722626,1,1
smile.889_35268,smile.83605,0,-1.4287434816360474,1.8449569940567017,0,1
smile.3849_30968,smile.3866,0,0.028108179569244385,0.3564828336238861,0,1
smile.9247_23002,smile.2275,1,-0.030985385179519653,-1.3089197874069214,0,1
smile.3849_30966,smile.125115,1,0.13694079220294952,-0.4888268709182739,1,1
smile.50484_27909,smile.10193,1,-0.2996501922607422,-2.4305756092071533,0,1
smile.57761_10895,smile.57096,0,-0.1284523904323578,0.5147800445556641,0,1
smile.212_15642,smile.54971,1,-0.812591552734375,-4.5760498046875,0,1
smile.1146_31616,smile.3881,1,-1.0850516557693481,-5.711690425872803,1,1
smile.3689_8970,smile.388677,0,-0.8508093357086182,1.2529988288879395,0,1
smile.4088_20082,smile.8548,0,-1.8891459703445435,2.316183090209961,0,1
smile.114327_14141,smile.56478,1,0.19787323474884033,-0.16439463198184967,1,1
smile.26119_16945,smile.23550,0,-1.23646879196167,1.6476277112960815,0,1
smile.5350_10285,smile.1896,0,0.11693897843360901,0.24693667888641357,0,1
smile.5307_11066,smile.11030,0,-0.47136104106903076,0.8654998540878296,0,1
smile.8419_900226,smile.93426,0,-2.6575989723205566,3.1031126976013184,0,1
smile.4088_900229,smile.79869,0,-1.8766428232192993,2.3033864498138428,0,1
smile.1413_22895,smile.9457,1,-0.8905866146087646,-4.898147106170654,1,1
smile.9516_25126,smile.29979,1,-0.2032957375049591,-2.015406608581543,1,1
smile.6440_10355,smile.85027,0,-1.7617987394332886,2.185790777206421,0,1
smile.114327_14147,smile.7205,1,0.08924922347068787,-0.741870641708374,1,1
smile.114327_14148,smile.339834,1,0.19875219464302063,-0.1597125083208084,1,1
smile.4350_14045,smile.51171,0,-0.7444056868553162,1.1446808576583862,0,1
smile.6898_28864,smile.7337,1,0.09781436622142792,-0.6967633962631226,1,1
smile.8468_18108,smile.84445,1,0.1700054556131363,-0.3138413429260254,1,1
smile.88_19478,smile.83473,1,-0.6277304887771606,-3.802354097366333,1,1
smile.56997_900212,smile.10567,1,-0.06537139415740967,-1.4454749822616577,0,1
smile.8529_34486,smile.10488,0,-1.6491166353225708,2.0705320835113525,1,1
smile.56997_900212,smile.57085,1,0.13843706250190735,-0.4809378385543823,0,1
smile.5631_6815,smile.5631,0,-1.4167284965515137,1.8325992822647095,0,1
smile.56997_7775,smile.51100,1,-0.06671583652496338,-1.4510595798492432,1,1
smile.71_20919,smile.71,1,0.08660328388214111,-0.7560837864875793,1,1
smile.7284_900231,smile.171483,0,-1.6982043981552124,2.1207711696624756,0,1
smile.55163_900160,smile.57085,1,-0.5071574449539185,-3.289503335952759,0,1
smile.11144_32386,smile.79734,1,-0.2647601366043091,-2.2738418579101562,1,1
smile.84547_900215,smile.51282,0,-2.109555721282959,2.541677474975586,0,1
smile.55163_8612,smile.57085,1,-0.4925134778022766,-3.2281458377838135,1,1
smile.88_19478,smile.158297,1,-0.636609673500061,-3.839669704437256,0,1
smile.50943_27193,smile.122183,1,0.17077645659446716,-0.3090253472328186,1,1
smile.56997_900203,smile.113878,1,0.13849274814128876,-0.48064249753952026,0,1
smile.1437_31715,smile.4223,1,0.08270488679409027,-0.7772242426872253,0,1
smile.114327_900201,smile.2801,1,-0.06275805830955505,-1.4314656257629395,0,1
smile.91647_20861,smile.84445,1,-0.7169916033744812,-4.169503211975098,1,1
smile.3853_9186,smile.3881,0,-0.5888233780860901,0.9852081537246704,0,1
smile.51778_10277,smile.88,0,-2.1272425651550293,2.559887647628784,0,1
smile.3853_9178,smile.3801,1,0.21807503700256348,-0.05699063837528229,1,1
smile.2670_5192,smile.5987,0,-2.149077892303467,2.582185983657837,0,1
smile.7337_11822,smile.6898,1,-0.6767078638076782,-4.000165939331055,1,1
smile.6440_10367,smile.163183,0,-1.6608164310455322,2.0824267864227295,0,1
smile.26277_9339,smile.65057,0,-1.8445175886154175,2.2704813480377197,1,1
smile.2010_6172,smile.9217,0,-1.1112273931503296,1.5195902585983276,0,1
smile.1146_31617,smile.388677,1,-1.146730899810791,-5.971182823181152,1,1
smile.4088_900229,smile.8548,0,-1.8766428232192993,2.3033864498138428,0,1
smile.6812_13916,smile.8676,1,-1.274051308631897,-6.510214328765869,1,1
smile.1413_22896,smile.79959,1,-0.950411319732666,-5.150304794311523,1,1
smile.3849_30966,smile.3866,0,0.026865586638450623,0.3577612638473511,0,1
smile.26121_27858,smile.10922,0,-1.948038935661316,2.376481294631958,0,1
smile.50674_27916,smile.6938,1,-0.26165908575057983,-2.267305374145508,1,1
smile.23495_900189,smile.6449,0,-0.2793208956718445,0.6693758368492126,0,1
smile.1019_7693,smile.896,0,-0.7541408538818359,1.1544967889785767,0,1
smile.84547_900216,smile.4223,0,-1.2672762870788574,1.6791236400604248,0,1
smile.222662_3286,smile.2686,0,-0.4216524362564087,0.8147903680801392,1,1
smile.6258_12775,smile.10062,0,-0.7905523777008057,1.1921941041946411,0,1
smile.4059_19476,smile.11275,0,-1.876149296760559,2.3029215335845947,0,1
smile.91647_20861,smile.373,1,-0.9189713001251221,-5.021661281585693,1,1
smile.51251_900163,smile.29979,1,0.15853983163833618,-0.3743079900741577,0,1
smile.56997_7778,smile.92840,1,-0.0651034414768219,-1.4443609714508057,0,1
smile.9516_900154,smile.29979,1,-0.18690073490142822,-1.9467134475708008,0,1
smile.9370_31132,smile.147872,0,-1.5908894538879395,2.010591745376587,0,1
smile.7170_10342,smile.7138,1,-0.20246174931526184,-2.0281405448913574,1,1
smile.170261_18533,smile.9240,1,0.08926226198673248,-0.7421780228614807,0,1
smile.114327_14148,smile.80258,1,0.16524669528007507,-0.33821696043014526,0,1
smile.56997_7780,smile.57085,1,0.13828840851783752,-0.4817262291908264,0,1
smile.114327_14138,smile.80258,1,0.16464713215827942,-0.34140342473983765,1,1
smile.2010_6171,smile.80342,0,-1.7345656156539917,2.1578195095062256,0,1
smile.2670_5153,smile.2801,0,-1.0806382894515991,1.488541841506958,0,1
smile.361_21367,smile.10488,1,0.14221203327178955,-0.46118098497390747,0,1
smile.88_900208,smile.1382,1,-0.645503580570221,-3.877269744873047,1,1
smile.4000_7240,smile.93426,1,-0.2538554072380066,-2.2266597747802734,1,1
smile.2203_4167,smile.8789,1,0.13033688068389893,-0.5238885283470154,0,1
smile.9129_5698,smile.1912,1,0.005908593535423279,-1.1430277824401855,1,1
smile.15_900207,smile.8553,0,0.059028640389442444,0.31820622086524963,0,1
smile.51251_23456,smile.29979,1,0.1552368700504303,-0.391834557056427,0,1
smile.10133_11120,smile.8697,0,-2.0289525985717773,2.459301233291626,0,1
smile.1019_7693,smile.595,0,-0.7838257551193237,1.1849597692489624,0,1
smile.2670_5209,smile.5987,0,-2.1630282402038574,2.5964572429656982,0,1
smile.7050_2923,smile.1488,0,-0.09793892502784729,0.48306524753570557,0,1
smile.81839_20657,smile.10488,0,-0.035922735929489136,-1.3164942264556885,1,0
smile.7170_10342,smile.54535,1,-0.20246174931526184,-2.0281405448913574,1,1
smile.6812_13919,smile.10475,1,-0.9078167676925659,-4.969235420227051,1,1
smile.5836_30087,smile.5834,0,-1.9872304201126099,2.4165430068969727,0,1
smile.2010_6159,smile.89885,0,-1.74728524684906,2.1709563732147217,0,1
smile.26121_27858,smile.9911,0,-2.1040425300598145,2.536011219024658,0,1
smile.54840_30204,smile.9240,1,0.09692664444446564,-0.701439619064331,1,1
smile.4292_4520,smile.4107,1,-0.1790173053741455,-1.924818515777588,0,1
smile.1031_23767,smile.60491,1,-0.5698179602622986,-3.552708387374878,1,1
smile.4292_4400,smile.163,1,0.09439635276794434,-0.7148885726928711,1,1
smile.114327_14141,smile.85376,1,0.035607993602752686,-1.0159361362457275,1,1
smile.60_12760,smile.10486,1,0.0658857524394989,-0.8660888075828552,0,1
smile.3853_9178,smile.8687,0,-1.0827518701553345,1.4909313917160034,0,1
smile.79577_20643,smile.2801,1,-0.8826161623001099,-4.865893840789795,1,1
smile.3853_9179,smile.2801,0,-0.09181633591651917,0.47586512565612793,0,1
smile.2010_6171,smile.80125,0,-1.1257442235946655,1.5344674587249756,0,1
smile.7592_900188,smile.171483,1,0.10714060068130493,-0.646996796131134,0,1
smile.22954_7117,smile.10567,1,-0.15639105439186096,-1.82615065574646,1,1
smile.5892_900197,smile.84970,1,-0.07365801930427551,-1.4778048992156982,0,1
smile.7170_10346,smile.3298,1,0.1409890502691269,-0.4678177833557129,1,1
smile.10133_11117,smile.51019,0,-2.4510951042175293,2.891303062438965,0,1
smile.6513_33144,smile.10488,1,-0.8597593307495117,1.2628955841064453,1,0
smile.443_15707,smile.91703,0,-0.008656710386276245,0.39024630188941956,1,1
smile.7050_2914,smile.1488,0,-0.13349884748458862,0.5196360945701599,0,1
smile.88_900205,smile.87,1,0.2209819257259369,-0.04381021857261658,1,1
smile.84547_900214,smile.51282,0,-2.108064651489258,2.540151834487915,0,1
smile.114327_14138,smile.22806,1,0.09354369342327118,-0.7191063761711121,1,1
smile.55505_12478,smile.55651,1,0.1252996027469635,-0.5522642135620117,0,1
smile.3853_900195,smile.57159,1,0.20990948379039764,-0.1002829521894455,0,1
smile.9129_5698,smile.11043,0,-0.31430745124816895,0.70823734998703,0,1
smile.2896_3613,smile.3198,1,-0.08636292815208435,-1.5281846523284912,1,1
smile.2896_3635,smile.388818,1,-0.08793830871582031,-1.534806251525879,0,1
smile.56997_7780,smile.113878,1,0.13828840851783752,-0.4817262291908264,1,1
smile.9129_5696,smile.89797,0,-0.3150676488876343,0.7090126872062683,1,1
smile.7428_22297,smile.4188,1,-0.067402184009552,-1.4480422735214233,1,1
smile.55315_32045,smile.10488,1,0.1362544447183609,-0.49260085821151733,1,1
smile.79577_20643,smile.7024,1,-0.514271080493927,-3.319227457046509,1,1
smile.26121_27858,smile.7572,0,-1.93736732006073,2.365532636642456,0,1
smile.978_20221,smile.84708,1,0.19782643020153046,-0.16520316898822784,0,1
smile.359_18692,smile.10488,1,0.12947145104408264,-0.5288368463516235,0,1
smile.88_900208,smile.10534,1,-0.643750786781311,-3.869777202606201,1,1
smile.191_10863,smile.91369,1,0.07922634482383728,-0.7952950596809387,0,1
smile.84693_900217,smile.116173,0,-1.6040724515914917,2.0246803760528564,0,1
smile.4292_4554,smile.4656,1,-0.04913127422332764,-1.3765207529067993,1,1
smile.759_15515,smile.7024,0,-1.8811546564102173,2.3080012798309326,0,1
smile.7168_8950,smile.8379,0,-0.9882038831710815,1.3960050344467163,0,1
smile.2670_5209,smile.2670,0,-1.8725053071975708,2.299041986465454,0,1
smile.3329_7062,smile.84445,0,-1.56221604347229,1.9810725450515747,1,1
smile.5354_7860,smile.5798,1,-0.24290886521339417,-2.1822497844696045,1,1
smile.3849_30963,smile.8687,1,0.22620347142219543,-0.01408529281616211,0,1
smile.5360_9311,smile.10488,1,0.18214336037635803,-0.24869213998317719,0,1
smile.114327_14138,smile.85376,1,0.036484986543655396,-1.0123132467269897,1,1
smile.10133_11117,smile.8697,0,-2.0269484519958496,2.4572455883026123,0,1
smile.7421_18433,smile.4223,1,-0.09241244196891785,-1.552786111831665,0,1
smile.114327_14148,smile.2801,1,-0.06472364068031311,-1.4396381378173828,0,1
smile.170261_18533,smile.7024,1,0.21945631504058838,-0.049621522426605225,0,1
smile.114327_900199,smile.85376,1,0.04034446179866791,-0.9962100386619568,0,1
smile.785_36106,smile.80258,0,-1.6457552909851074,2.0670413970947266,0,1
smile.3853_9184,smile.125115,0,-0.7232011556625366,1.1229956150054932,1,1
smile.5892_900197,smile.339834,1,0.18674281239509583,-0.22365088760852814,0,1
smile.2993_10274,smile.6449,1,0.014815613627433777,-1.1026586294174194,1,1
smile.4281_20182,smile.11043,0,-2.3834967613220215,2.8224740028381348,0,1
smile.5997_10053,smile.23281,0,-1.1638470888137817,1.5736660957336426,0,1
smile.1413_22895,smile.2202,1,-0.6844414472579956,-4.032832145690918,1,1
smile.2010_6161,smile.7718,0,-2.374969005584717,2.8134443759918213,0,1
smile.6898_28866,smile.2752,1,-0.16243645548820496,-1.8513100147247314,1,1
smile.84547_900222,smile.342945,0,-1.5619468688964844,1.9812700748443604,0,1
smile.1413_22895,smile.79959,1,-0.9383406639099121,-5.099710941314697,1,1
smile.56997_7778,smile.10567,1,-0.0651034414768219,-1.4443609714508057,0,1
smile.114327_900199,smile.56904,1,0.04034446179866791,-0.9962100386619568,0,1
smile.3329_7063,smile.9911,0,-2.0268421173095703,2.457045555114746,0,1
smile.2010_6172,smile.7718,0,-2.3754873275756836,2.8139755725860596,0,1
smile.7428_22221,smile.4188,1,-0.07338926196098328,-1.4730775356292725,1,1
smile.8529_900157,smile.10488,0,-1.6543720960617065,2.0759081840515137,0,1
smile.81_9357,smile.8470,1,0.05539122223854065,-0.9216846823692322,0,1
smile.2203_4169,smile.8789,1,0.13095086812973022,-0.5206311345100403,1,1
smile.169026_28446,smile.90993,0,-1.1735355854034424,1.5838510990142822,1,1
smile.1413_900166,smile.57409,1,-0.8857958316802979,-4.878011703491211,1,1
smile.84547_900216,smile.7186,0,-1.9685908555984497,2.3973941802978516,0,1
smile.4088_20082,smile.166,0,-1.5289208889007568,1.946909785270691,0,1
smile.5892_900197,smile.51421,1,0.20649686455726624,-0.11840556561946869,0,1
smile.114327_14147,smile.6925,1,0.08661516010761261,-0.7558093667030334,1,1
smile.2896_3613,smile.10539,1,-0.24981701374053955,-2.2183568477630615,1,1
smile.3853_9179,smile.24144,0,0.1715400665998459,0.1761116236448288,0,1
smile.1019_7693,smile.894,0,-0.849533200263977,1.2521836757659912,1,1
smile.51114_6216,smile.10488,1,-0.44066041707992554,-3.0107269287109375,1,1
smile.55145_2857,smile.55145,0,-0.7700808048248291,1.1707255840301514,0,1
smile.4938_30088,smile.10640,0,-1.3181995153427124,1.73197340965271,0,1
smile.1019_7693,smile.1032,0,-0.4805753231048584,0.8743911981582642,0,1
smile.5727_23211,smile.10488,1,-0.4095020294189453,-2.880424737930298,1,1
smile.26121_27858,smile.202559,0,-2.138314723968506,2.571070909500122,0,1
smile.56997_7777,smile.51100,1,-0.06564792990684509,-1.4466248750686646,0,1
smile.5892_12776,smile.3866,1,0.2142917960882187,-0.07702271640300751,1,1
smile.6517_23123,smile.10488,0,-1.227311134338379,1.638958215713501,0,1
smile.6770_1250,smile.4110,1,-0.13082975149154663,-1.7272586822509766,1,1
smile.114327_14147,smile.56904,1,0.03512561321258545,-1.0179468393325806,1,1
smile.6440_10350,smile.163183,0,-1.6549243927001953,2.0763885974884033,0,1
smile.1413_22895,smile.80125,1,-0.9383406639099121,-5.099710941314697,1,1
smile.9247_23001,smile.86614,1,-0.017220139503479004,-1.2510310411453247,1,1
smile.2670_900221,smile.3880,0,-1.9509721994400024,2.3793766498565674,0,1
smile.1019_7696,smile.595,0,-0.8135172128677368,1.215339183807373,0,1
smile.2670_5153,smile.3860,0,-2.2079529762268066,2.642432689666748,0,1
smile.5727_23212,smile.10488,1,-0.4138193726539612,-2.898517608642578,1,1
smile.3853_900200,smile.8687,0,-1.0884824991226196,1.496794581413269,0,1
smile.22954_7116,smile.10567,1,-0.15828245878219604,-1.8340593576431274,1,1
smile.22954_7115,smile.10152,1,-0.3620113134384155,-2.693695068359375,0,1
smile.240_28873,smile.79802,0,-1.6300607919692993,2.0510475635528564,0,1
smile.7421_18433,smile.9319,1,-0.08682587742805481,-1.529206395149231,0,1
smile.56997_7775,smile.100288797,1,-0.06671583652496338,-1.4510595798492432,1,1
smile.2010_6161,smile.117144,0,-1.7657638788223267,2.1896238327026367,0,1
smile.1543_15154,smile.116173,0,-1.5709892511367798,1.9906063079833984,0,1
smile.9672_900194,smile.386682,1,0.1156553328037262,-0.6020915508270264,0,1
smile.88_900208,smile.6726,1,-0.6946216225624084,-4.084626197814941,1,1
smile.56997_7780,smile.92840,1,-0.06562045216560364,-1.446508526802063,1,1
smile.6812_13919,smile.79173,1,-1.401817798614502,-7.049472332000732,1,1
smile.1146_31617,smile.386682,1,-1.0884246826171875,-5.725827217102051,1,1
smile.8985_12131,smile.10919,0,-1.564933180809021,1.9841541051864624,0,1
smile.2670_5192,smile.2670,0,-1.8585549592971802,2.2847704887390137,0,1
smile.26121_27858,smile.9659,0,-1.8843404054641724,2.3109917640686035,0,1
smile.26121_27858,smile.79797,0,-1.93736732006073,2.365532636642456,0,1
smile.2010_6161,smile.80125,0,-1.1144462823867798,1.5229064226150513,0,1
smile.84547_900216,smile.3164,0,-2.113875389099121,2.5460970401763916,0,1
smile.56997_900203,smile.57146,1,-0.06527775526046753,-1.4450864791870117,0,1
smile.2896_3634,smile.80125,1,-0.12666583061218262,-1.6986198425292969,1,1
smile.91647_20861,smile.8470,1,-0.6051397919654846,-3.6999905109405518,1,1
smile.93145_5218,smile.386682,0,-0.9135600328445435,1.3176732063293457,0,1
smile.3853_9186,smile.125115,0,-0.7261565327644348,1.1260191202163696,1,1
smile.10469_17555,smile.116173,1,0.02873966097831726,-1.0455224514007568,0,1
smile.88_19478,smile.53340,1,-0.3220764398574829,-2.513047218322754,1,1
smile.114327_14148,smile.85376,1,0.037403419613838196,-1.0084816217422485,0,1
smile.26121_27858,smile.64753,0,-2.2088608741760254,2.6432926654815674,0,1
smile.2512_8432,smile.2512,1,-1.2343571186065674,-6.343276023864746,1,1
smile.2668_22890,smile.57085,0,-1.6068462133407593,2.0272765159606934,0,1
smile.226_709,smile.230,0,-1.0832457542419434,1.49149489402771,1,1
smile.2896_3622,smile.10539,1,-0.24973738193511963,-2.2180607318878174,0,1
smile.191_10863,smile.79078,1,0.07922634482383728,-0.7952950596809387,1,1
smile.170261_18533,smile.7341,1,-0.3093247413635254,-2.4750163555145264,0,1
smile.2328_17243,smile.10488,0,-1.7348135709762573,2.158241033554077,1,1
smile.7170_10341,smile.93426,0,-0.7581753730773926,1.1611485481262207,0,1
smile.1413_900166,smile.9457,1,-0.8909207582473755,-4.899544715881348,1,1
smile.79577_20642,smile.80321,1,-0.709789514541626,-4.138209342956543,1,1
smile.7284_6726,smile.116173,0,-1.7711323499679565,2.1953930854797363,0,1
smile.50943_27193,smile.11030,1,-0.012915641069412231,-1.2264965772628784,1,1
smile.3849_30963,smile.3866,0,0.028701186180114746,0.3558664619922638,0,1
smile.6595_20556,smile.222389,0,-1.2845571041107178,1.697291612625122,0,1
smile.79577_20642,smile.7024,1,-0.510888934135437,-3.3050501346588135,1,1
smile.7170_10339,smile.8379,0,-0.8312722444534302,1.235740303993225,0,1
smile.71_20917,smile.71,1,0.08861276507377625,-0.7454224228858948,0,1
smile.114327_14141,smile.7205,1,0.08960486948490143,-0.739983856678009,1,1
smile.55163_8609,smile.116173,1,-0.5030187964439392,-3.2721502780914307,1,1
smile.3853_900196,smile.3881,0,-0.5930301547050476,0.9895094037055969,0,1
smile.1413_22896,smile.163154,1,-0.8975323438644409,-4.92720890045166,1,1
smile.3875_5680,smile.93426,0,-0.21336326003074646,0.6077885627746582,0,1
smile.170261_18534,smile.4110,1,-0.3010976314544678,-2.4403319358825684,1,1
smile.6770_1248,smile.4110,1,-0.12750765681266785,-1.7133314609527588,1,1
smile.5892_900197,smile.84708,1,0.08011554181575775,-0.7904897332191467,0,1
smile.9145_6423,smile.10488,1,-0.09720802307128906,-1.5719987154006958,0,1
smile.1146_31616,smile.4223,1,-1.143357753753662,-5.957043647766113,1,1
smile.84547_900215,smile.55663,0,-1.5643936395645142,1.9837733507156372,0,1
smile.88_900208,smile.10399,1,-0.566828191280365,-3.545145034790039,1,1
smile.9129_5698,smile.56658,1,-0.02583250403404236,-1.276742696762085,1,1
smile.4292_4465,smile.54906,1,0.09506849944591522,-0.7113235592842102,1,1
smile.8813_10349,smile.6999,0,-1.4192153215408325,1.8352165222167969,0,1
smile.1413_22895,smile.57409,1,-0.8854615688323975,-4.876614570617676,1,1
smile.191_10866,smile.79078,1,0.07891914248466492,-0.7969280481338501,0,1
smile.88_19478,smile.8294,1,-0.6277304887771606,-3.802354097366333,1,1
smile.88_900205,smile.83473,1,-0.6361033916473389,-3.837435722351074,1,1
smile.3849_900198,smile.3860,0,0.12048989534378052,0.24295127391815186,0,1
smile.55163_900160,smile.116173,1,-0.5071574449539185,-3.289503335952759,0,1
smile.9370_31131,smile.6449,0,-1.634467601776123,2.0554580688476562,0,1
smile.10133_11120,smile.10318,0,-2.189725399017334,2.623745918273926,0,1
smile.7168_8952,smile.285782,1,0.1423196792602539,-0.4615040421485901,0,1
smile.4068_21328,smile.89884,0,-1.3241478204727173,1.7379966974258423,0,1
smile.311_9654,smile.55165,0,-2.8630666732788086,3.3133230209350586,0,1
smile.7137_30770,smile.7125,0,-1.1011677980422974,1.5093464851379395,0,1
smile.767_23161,smile.23062,1,-0.3526352643966675,-2.641864776611328,1,1
smile.1413_22896,smile.7205,1,-0.7817379236221313,-4.440006732940674,1,1
smile.114327_900201,smile.56478,1,0.19974610209465027,-0.15441887080669403,0,1
smile.114327_14141,smile.7186,1,0.19787323474884033,-0.16439460217952728,1,1
smile.7168_8950,smile.2801,1,0.12536552548408508,-0.551567554473877,1,1
smile.88_900208,smile.2625,1,-0.30938124656677246,-2.4599359035491943,1,1
smile.361_21366,smile.10488,1,0.13750997185707092,-0.4861446022987366,0,1
smile.5892_12776,smile.51421,1,0.19799533486366272,-0.1635851114988327,0,1
