mutation,interactor,pred_after,pred_logic_0,pred_logic_1,label_after,label_before
smile.3853_9186,smile.3881,0,-1.1706042289733887,0.7433803081512451,0,1
smile.51778_10277,smile.88,0,-2.253427505493164,1.8577567338943481,0,1
smile.3853_9178,smile.3801,1,-0.2515139579772949,-0.7384146451950073,1,1
smile.2670_5192,smile.5987,0,-2.3231961727142334,1.9295536279678345,0,1
smile.7337_11822,smile.6898,1,-2.2782504558563232,-5.382600784301758,1,1
smile.6440_10367,smile.163183,0,-0.929336428642273,0.49509257078170776,0,1
smile.26277_9339,smile.65057,0,-1.4326865673065186,1.0132256746292114,1,1
smile.2010_6172,smile.9217,0,-2.304697036743164,1.910518765449524,0,1
smile.1146_31617,smile.388677,1,-3.821420907974243,-8.901705741882324,1,1
smile.4088_900229,smile.8548,0,-2.305708885192871,1.9115630388259888,0,1
smile.6812_13916,smile.8676,1,-3.0735223293304443,-7.196169376373291,1,1
smile.1413_22896,smile.79959,1,-2.8205697536468506,-6.619326591491699,1,1
smile.3849_30966,smile.3866,1,-0.22644123435020447,-0.27525585889816284,0,1
smile.26121_27858,smile.10922,0,-1.879262089729309,1.4727216958999634,0,1
smile.50674_27916,smile.6938,1,-1.5058717727661133,-3.62123966217041,1,1
smile.23495_900189,smile.6449,1,-0.23813819885253906,-0.24367596209049225,0,1
smile.1019_7693,smile.896,0,-1.180138349533081,0.7532010078430176,0,1
smile.84547_900216,smile.4223,0,-1.8618481159210205,1.4548612833023071,0,1
smile.222662_3286,smile.2686,1,-0.43643099069595337,-1.1824464797973633,1,1
smile.6258_12775,smile.10062,0,-1.9965063333511353,1.5933510065078735,0,1
smile.4059_19476,smile.11275,0,-2.0027225017547607,1.5997503995895386,0,1
smile.91647_20861,smile.373,1,-2.576226234436035,-6.062116622924805,1,1
smile.51251_900163,smile.29979,1,-0.2433006763458252,-0.7178357243537903,0,1
smile.56997_7778,smile.92840,1,-0.579795777797699,-1.5093811750411987,0,1
smile.9516_900154,smile.29979,1,-0.6773605346679688,-1.7318713665008545,0,1
smile.9370_31132,smile.147872,0,-2.201028823852539,1.803834319114685,0,1
smile.7170_10342,smile.7138,1,-0.40674927830696106,-1.1147592067718506,1,1
smile.170261_18533,smile.9240,0,-0.9247161746025085,0.49034690856933594,0,1
smile.114327_14148,smile.80258,1,-1.5658084154129028,-3.7579216957092285,0,1
smile.56997_7780,smile.57085,0,-0.6632261872291565,0.22124230861663818,0,1
smile.114327_14138,smile.80258,1,-1.5711580514907837,-3.7701210975646973,1,1
smile.2010_6171,smile.80342,0,-2.4098596572875977,2.0187411308288574,0,1
smile.2670_5153,smile.2801,0,-0.977358341217041,0.5447064638137817,0,1
smile.361_21367,smile.10488,1,-0.4493796229362488,-1.21197509765625,0,1
smile.88_900208,smile.1382,1,-2.9872117042541504,-6.999343395233154,1,1
smile.4000_7240,smile.93426,1,-1.2011821269989014,-2.9264140129089355,1,1
smile.2203_4167,smile.8789,1,-0.44709503650665283,-1.2067651748657227,0,1
smile.9129_5698,smile.1912,1,-1.3579858541488647,-3.2839951515197754,1,1
smile.15_900207,smile.8553,1,-0.697377622127533,-1.7775191068649292,0,1
smile.51251_23456,smile.29979,1,-0.2513718605041504,-0.7379851937294006,0,1
smile.10133_11120,smile.8697,0,-1.3568966388702393,0.9352000951766968,0,1
smile.1019_7693,smile.595,0,-1.1310467720031738,0.7026846408843994,0,1
smile.2670_5209,smile.5987,0,-2.326620578765869,1.9330774545669556,0,1
smile.7050_2923,smile.1488,0,-0.6427969932556152,0.2001638412475586,0,1
smile.81839_20657,smile.10488,1,-0.5475620627403259,0.10212105512619019,1,0
smile.7170_10342,smile.54535,1,-0.40674927830696106,-1.1147592067718506,1,1
smile.6812_13919,smile.10475,1,-2.394367218017578,-5.647397994995117,1,1
smile.5836_30087,smile.5834,0,-1.644957423210144,1.2316553592681885,0,1
smile.2010_6159,smile.89885,0,-2.2561867237091064,1.8605140447616577,0,1
smile.26121_27858,smile.9911,0,-2.0356788635253906,1.6336835622787476,0,1
smile.54840_30204,smile.9240,1,-0.5991210341453552,-1.5534511804580688,1,1
smile.4292_4520,smile.4107,1,-0.9453865885734558,-2.343088150024414,0,1
smile.1031_23767,smile.60491,1,-1.3240737915039062,-3.206660747528076,1,1
smile.4292_4400,smile.163,1,-1.1620339155197144,-2.837139129638672,1,1
smile.114327_14141,smile.85376,1,-1.5343577861785889,-3.6862001419067383,1,1
smile.60_12760,smile.10486,0,-0.37781214714050293,-0.07248890399932861,0,1
smile.3853_9178,smile.8687,0,-1.335780382156372,0.9132918119430542,0,1
smile.79577_20643,smile.2801,1,-2.904167890548706,-6.809966564178467,1,1
smile.3853_9179,smile.2801,1,-0.4254070222377777,-1.1573070287704468,0,1
smile.2010_6171,smile.80125,0,-1.3826419115066528,0.9616614580154419,0,1
smile.7592_900188,smile.171483,1,-1.3380976915359497,-3.2386412620544434,0,1
smile.22954_7117,smile.10567,1,-0.6056663990020752,-1.5683774948120117,1,1
smile.5892_900197,smile.84970,1,-0.9471825361251831,-2.3471837043762207,0,1
smile.7170_10346,smile.3298,1,-0.4447043538093567,-1.2013134956359863,1,1
smile.10133_11117,smile.51019,0,-2.4296350479125977,2.039092540740967,0,1
smile.6513_33144,smile.10488,1,-1.7946031093597412,1.385483741760254,1,0
smile.443_15707,smile.91703,1,-0.5312044620513916,-1.398571491241455,1,1
smile.7050_2914,smile.1488,0,-0.67081618309021,0.22899913787841797,0,1
smile.88_900205,smile.87,1,-2.3553106784820557,-5.558332443237305,1,1
smile.84547_900214,smile.51282,0,-1.9239540100097656,1.518755555152893,0,1
smile.114327_14138,smile.22806,1,-0.7114160656929016,-1.8095329999923706,1,1
smile.55505_12478,smile.55651,0,-1.092682123184204,0.6632565259933472,0,1
smile.3853_900195,smile.57159,1,-0.44176119565963745,-1.1946017742156982,0,1
smile.9129_5698,smile.11043,1,-0.5662875175476074,-1.4785763025283813,0,1
smile.2896_3613,smile.3198,1,-1.3625075817108154,-3.294306755065918,1,1
smile.2896_3635,smile.388818,1,-1.3434569835662842,-3.2508630752563477,0,1
smile.56997_7780,smile.113878,0,-0.6632261872291565,0.22124230861663818,1,1
smile.9129_5696,smile.89797,1,-0.5684818029403687,-1.483580231666565,1,1
smile.7428_22297,smile.4188,0,-1.4985400438308716,1.0808806419372559,1,1
smile.55315_32045,smile.10488,1,-0.47557419538497925,-1.2717101573944092,1,1
smile.79577_20643,smile.7024,1,-1.9399992227554321,-4.611240386962891,1,1
smile.26121_27858,smile.7572,0,-1.6761306524276733,1.2637386322021484,0,1
smile.978_20221,smile.84708,1,-0.5814228057861328,-1.5130914449691772,0,1
smile.359_18692,smile.10488,1,-0.46111130714416504,-1.2387285232543945,0,1
smile.88_900208,smile.10534,1,-2.979149103164673,-6.980956554412842,1,1
smile.191_10863,smile.91369,1,-0.6138238310813904,-1.5869799852371216,0,1
smile.84693_900217,smile.116173,0,-2.1372933387756348,1.7382324934005737,0,1
smile.4292_4554,smile.4656,1,-0.34638839960098267,-0.9750401973724365,1,1
smile.759_15515,smile.7024,0,-1.988080382347107,1.5846750736236572,0,1
smile.7168_8950,smile.8379,0,-1.2225552797317505,0.7968120574951172,0,1
smile.2670_5209,smile.2670,0,-2.3251829147338867,1.931604266166687,0,1
smile.3329_7062,smile.84445,0,-1.1448051929473877,0.7170569896697998,1,1
smile.5354_7860,smile.5798,1,-1.590175747871399,-3.8134899139404297,1,1
smile.3849_30963,smile.8687,0,-0.2943410873413086,-0.15839076042175293,0,1
smile.5360_9311,smile.10488,0,-1.9855488538742065,1.5819932222366333,0,1
smile.114327_14138,smile.85376,1,-1.5366486310958862,-3.6914243698120117,1,1
smile.10133_11117,smile.8697,0,-1.3421999216079712,0.9200757741928101,0,1
smile.7421_18433,smile.4223,1,-1.1291465759277344,-2.762141227722168,0,1
smile.114327_14148,smile.2801,1,-1.6071536540985107,-3.8522071838378906,0,1
smile.170261_18533,smile.7024,0,-0.9618415832519531,0.5285479426383972,0,1
smile.114327_900199,smile.85376,1,-1.534001111984253,-3.685387134552002,0,1
smile.785_36106,smile.80258,0,-0.8667060732841492,0.4308278560638428,0,1
smile.3853_9184,smile.125115,0,-1.1226222515106201,0.6940115690231323,1,1
smile.5892_900197,smile.339834,1,-0.7795296311378479,-1.9648617506027222,0,1
smile.2993_10274,smile.6449,1,-0.8998281955718994,-2.2391951084136963,1,1
smile.4281_20182,smile.11043,0,-2.6851766109466553,2.3020801544189453,0,1
smile.5997_10053,smile.23281,0,-1.0497711896896362,0.6192265748977661,0,1
smile.1413_22895,smile.2202,1,-2.083693027496338,-4.938925266265869,1,1
smile.2010_6161,smile.7718,0,-2.535010814666748,2.1475095748901367,0,1
smile.6898_28866,smile.2752,1,-0.6918765306472778,-1.7649742364883423,1,1
smile.84547_900222,smile.342945,0,-1.859760046005249,1.4527127742767334,0,1
smile.1413_22895,smile.79959,1,-2.8076937198638916,-6.589963436126709,1,1
smile.56997_7778,smile.10567,1,-0.579795777797699,-1.5093811750411987,0,1
smile.114327_900199,smile.56904,1,-1.534001111984253,-3.685387134552002,0,1
smile.3329_7063,smile.9911,0,-1.7855888605117798,1.3763166666030884,0,1
smile.2010_6172,smile.7718,0,-2.534169912338257,2.146644115447998,0,1
smile.7428_22221,smile.4188,0,-1.5679781436920166,1.1523407697677612,1,1
smile.8529_900157,smile.10488,0,-1.865265130996704,1.4582046270370483,0,1
smile.81_9357,smile.8470,1,-0.7624085545539856,-1.9258182048797607,0,1
smile.2203_4169,smile.8789,1,-0.4522758424282074,-1.2185797691345215,1,1
smile.169026_28446,smile.90993,0,-1.0868765115737915,0.6571338176727295,1,1
smile.1413_900166,smile.57409,1,-2.931729555130005,-6.872819423675537,1,1
smile.84547_900216,smile.7186,0,-2.173039674758911,1.7750450372695923,0,1
smile.4088_20082,smile.166,0,-2.2667155265808105,1.8714314699172974,0,1
smile.5892_900197,smile.51421,1,-0.9553220868110657,-2.3657455444335938,0,1
smile.114327_14147,smile.6925,1,-1.3647905588150024,-3.2995128631591797,1,1
smile.2896_3613,smile.10539,1,-1.3554331064224243,-3.2781739234924316,1,1
smile.3853_9179,smile.24144,1,-0.29170674085617065,-0.8385964632034302,0,1
smile.1019_7693,smile.894,0,-1.1793830394744873,0.7524234056472778,1,1
smile.51114_6216,smile.10488,1,-0.7743747234344482,-1.9531062841415405,1,1
smile.55145_2857,smile.55145,0,-1.295902967453003,0.8723762035369873,0,1
smile.4938_30088,smile.10640,0,-0.8326900601387024,0.39574384689331055,0,1
smile.1019_7693,smile.1032,0,-0.842498779296875,0.4057440757751465,0,1
smile.5727_23211,smile.10488,1,-1.0073810815811157,-2.4844627380371094,1,1
smile.26121_27858,smile.202559,0,-1.6196476221084595,1.205641269683838,0,1
smile.56997_7777,smile.51100,1,-0.5877357125282288,-1.5274876356124878,0,1
smile.5892_12776,smile.3866,1,-0.1880107969045639,-0.47680649161338806,1,1
smile.6517_23123,smile.10488,0,-1.6623554229736328,1.2493822574615479,0,1
smile.6770_1250,smile.4110,1,-0.516793429851532,-1.3657081127166748,1,1
smile.114327_14147,smile.56904,1,-1.5368402004241943,-3.691861629486084,1,1
smile.6440_10350,smile.163183,0,-0.9343709945678711,0.5002738237380981,0,1
smile.1413_22895,smile.80125,1,-2.8076937198638916,-6.589963436126709,1,1
smile.9247_23001,smile.86614,1,-0.5149198770523071,-1.3614356517791748,1,1
smile.2670_900221,smile.3880,0,-2.374725818634033,1.9825807809829712,0,1
smile.1019_7696,smile.595,0,-1.134772539138794,0.7065190076828003,0,1
smile.2670_5153,smile.3860,0,-2.480569362640381,2.091434955596924,0,1
smile.5727_23212,smile.10488,1,-0.9837089776992798,-2.4304800033569336,1,1
smile.3853_900200,smile.8687,0,-1.3378329277038574,0.915404200553894,0,1
smile.22954_7116,smile.10567,1,-0.6081609725952148,-1.5740660429000854,1,1
smile.22954_7115,smile.10152,1,-0.552303671836853,-1.44668710231781,0,1
smile.240_28873,smile.79802,0,-2.238605499267578,1.8424204587936401,0,1
smile.7421_18433,smile.9319,1,-0.9917470812797546,-2.448810577392578,0,1
smile.56997_7775,smile.100288797,1,-0.5892612934112549,-1.5309666395187378,1,1
smile.2010_6161,smile.117144,0,-1.3890905380249023,0.9682983160018921,0,1
smile.1543_15154,smile.116173,0,-1.8095808029174805,1.400976538658142,0,1
smile.9672_900194,smile.386682,1,-0.4925861656665802,-1.3105049133300781,0,1
smile.88_900208,smile.6726,1,-2.924999237060547,-6.857471466064453,1,1
smile.56997_7780,smile.92840,1,-0.5960181951522827,-1.5463753938674927,1,1
smile.6812_13919,smile.79173,1,-3.1111202239990234,-7.2819085121154785,1,1
smile.1146_31617,smile.386682,1,-2.965336322784424,-6.94945764541626,1,1
smile.8985_12131,smile.10919,0,-1.7187362909317017,1.3075978755950928,0,1
smile.2670_5192,smile.2670,0,-2.321758508682251,1.9280799627304077,0,1
smile.26121_27858,smile.9659,0,-1.5846842527389526,1.1696697473526,0,1
smile.26121_27858,smile.79797,0,-1.6761306524276733,1.2637386322021484,0,1
smile.2010_6161,smile.80125,0,-1.3944957256317139,0.973860502243042,0,1
smile.84547_900216,smile.3164,0,-1.9249629974365234,1.51979398727417,0,1
smile.56997_900203,smile.57146,1,-0.5809758901596069,-1.512072205543518,0,1
smile.2896_3634,smile.80125,1,-1.375509262084961,-3.3239564895629883,1,1
smile.91647_20861,smile.8470,1,-1.6544033288955688,-3.959956645965576,1,1
smile.93145_5218,smile.386682,0,-2.42555832862854,2.0348854064941406,0,1
smile.3853_9186,smile.125115,0,-1.1207219362258911,0.6920557022094727,1,1
smile.10469_17555,smile.116173,0,-1.6789641380310059,1.2665555477142334,0,1
smile.88_19478,smile.53340,1,-2.9203555583953857,-6.846881866455078,1,1
smile.114327_14148,smile.85376,1,-1.5312992334365845,-3.679225444793701,0,1
smile.26121_27858,smile.64753,0,-2.105548143386841,1.7055920362472534,0,1
smile.2512_8432,smile.2512,1,-1.7559996843338013,-4.191640853881836,1,1
smile.2668_22890,smile.57085,0,-2.314906358718872,1.9210180044174194,0,1
smile.226_709,smile.230,0,-2.1003715991973877,1.7002424001693726,1,1
smile.2896_3622,smile.10539,1,-1.3366460800170898,-3.2353310585021973,0,1
smile.191_10863,smile.79078,1,-0.6138238310813904,-1.5869799852371216,1,1
smile.170261_18533,smile.7341,1,-0.41436928510665894,-1.1321362257003784,0,1
smile.2328_17243,smile.10488,0,-1.4241000413894653,1.0041842460632324,1,1
smile.7170_10341,smile.93426,0,-1.206567406654358,0.780357837677002,0,1
smile.1413_900166,smile.9457,1,-2.7266385555267334,-6.40512228012085,1,1
smile.79577_20642,smile.80321,1,-2.7730860710144043,-6.511043071746826,1,1
smile.7284_6726,smile.116173,0,-2.500424861907959,2.111938953399658,0,1
smile.50943_27193,smile.11030,1,-0.44554316997528076,-1.2032263278961182,1,1
smile.3849_30963,smile.3866,1,-0.22965273261070251,-0.26549383997917175,0,1
smile.6595_20556,smile.222389,0,-1.5743894577026367,1.158992052078247,0,1
smile.79577_20642,smile.7024,1,-1.9308046102523804,-4.590272426605225,1,1
smile.7170_10339,smile.8379,0,-1.217111587524414,0.7912095785140991,0,1
smile.71_20917,smile.71,1,-0.7940139770507812,-1.9978923797607422,0,1
smile.114327_14141,smile.7205,1,-0.5688158273696899,-1.4843419790267944,1,1
smile.55163_8609,smile.116173,1,-1.5595563650131226,-3.743664264678955,1,1
smile.3853_900196,smile.3881,0,-1.1736763715744019,0.7465420961380005,0,1
smile.1413_22896,smile.163154,1,-2.9715147018432617,-6.963547229766846,1,1
smile.3875_5680,smile.93426,1,-0.2970178723335266,-0.8518431186676025,0,1
smile.170261_18534,smile.4110,1,-0.4780048429965973,-1.2772531509399414,1,1
smile.6770_1248,smile.4110,1,-0.5322726964950562,-1.4010076522827148,1,1
smile.5892_900197,smile.84708,1,-0.2174474596977234,-0.6530848741531372,0,1
smile.9145_6423,smile.10488,1,-0.5456736087799072,-1.431567668914795,0,1
smile.1146_31616,smile.4223,1,-3.8020732402801514,-8.857584953308105,1,1
smile.84547_900215,smile.55663,0,-1.8617759943008423,1.4547874927520752,0,1
smile.88_900208,smile.10399,1,-2.896374225616455,-6.79219388961792,1,1
smile.9129_5698,smile.56658,1,-1.2387239933013916,-3.012025833129883,1,1
smile.4292_4465,smile.54906,1,-1.123181700706482,-2.7485389709472656,1,1
smile.8813_10349,smile.6999,0,-1.398571491241455,0.9780116081237793,0,1
smile.1413_22895,smile.57409,1,-2.9586386680603027,-6.9341840744018555,1,1
smile.191_10866,smile.79078,1,-0.6239595413208008,-1.6100938320159912,0,1
smile.88_19478,smile.8294,1,-2.9816513061523438,-6.986662864685059,1,1
smile.88_900205,smile.83473,1,-2.9957075119018555,-7.018717288970947,1,1
smile.3849_900198,smile.3860,0,-0.27113866806030273,-0.18223944306373596,0,1
smile.55163_900160,smile.116173,1,-1.5843148231506348,-3.800124168395996,0,1
smile.9370_31131,smile.6449,0,-2.207305431365967,1.8102847337722778,0,1
smile.10133_11120,smile.10318,0,-1.442830204963684,1.0236055850982666,0,1
smile.7168_8952,smile.285782,1,-0.31454476714134216,-0.8955532312393188,0,1
smile.4068_21328,smile.89884,0,-2.390348196029663,1.9986668825149536,0,1
smile.311_9654,smile.55165,0,-2.478362798690796,2.0892019271850586,0,1
smile.7137_30770,smile.7125,0,-1.3822271823883057,0.9612240791320801,0,1
smile.767_23161,smile.23062,1,-1.3410588502883911,-3.245394229888916,1,1
smile.1413_22896,smile.7205,1,-1.9421619176864624,-4.6161723136901855,1,1
smile.114327_900201,smile.56478,1,-1.2792177200317383,-3.104369640350342,0,1
smile.114327_14141,smile.7186,1,-1.279488205909729,-3.1049861907958984,1,1
smile.7168_8950,smile.2801,1,-0.5296520590782166,-1.395031452178955,1,1
smile.88_900208,smile.2625,1,-2.3706119060516357,-5.593225955963135,1,1
smile.361_21366,smile.10488,1,-0.4495236277580261,-1.2123035192489624,0,1
smile.5892_12776,smile.51421,1,-1.049567461013794,-2.5806660652160645,0,1
